"1602.09017","Tobias Rindlisbacher","Tobias Rindlisbacher, Oscar Akerlund and Philippe de Forcrand","Sampling of General Correlators in Worm Algorithm-based Simulations","43 pages, 15 figures","Nucl. Phys. B909 (2016) 542-583","10.1016/j.nuclphysb.2016.05.026","CERN-TH-2016-056","hep-lat","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using the complex $\phi^4$-model as a prototype for a system which is
simulated by a worm algorithm, we show that not only the charged correlator
$<\phi^{*}(x)\phi(y)>$, but also more general correlators such as
$<|\phi(x)||\phi(y)|>$ or $<\text{arg}(\phi(x))\text{arg}(\phi(y))>$, as well
as condensates like $<|\phi|>$, can be measured at every step of the Monte
Carlo evolution of the worm instead of on closed-worm configurations only. The
method generalizes straightforwardly to other systems simulated by worms, such
as spin or sigma models.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 16:05:20 GMT""},{""version"":""v2"",""created"":""Thu, 17 Mar 2016 11:12:41 GMT""},{""version"":""v3"",""created"":""Sun, 19 Jun 2016 07:08:43 GMT""}]","2016-08-15"
"1602.09123","Xin Shuai","Xin Shuai, Isabelle Moulinier, Jason Rollins, Tonya Custis, Frank
  Schilder, Mathilda Edmunds","A Multi-dimensional Investigation of the Effects of Publication
  Retraction on Scholarly Impact","18 pages, 5 figures",,,,"cs.DL cs.SI physics.soc-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Over the past few decades, the rate of publication retractions has increased
dramatically in academia. In this study, we investigate retractions from a
quantitative perspective, aiming to answer two fundamental questions. One, how
do retractions influence the scholarly impact of retracted papers, authors, and
institutions? Two, does this influence propagate to the wider academic
community through scholarly associations? Specifically, we analyzed a set of
retracted articles indexed in Thomson Reuters Web of Science (WoS), and ran
multiple experiments to compare changes in scholarly impact against a control
set of non-retracted articles, authors, and institutions. We further applied
the Granger Causality test to investigate whether different scientific topics
are dynamically affected by retracted papers occurring within those topics. Our
results show two key findings: first, the scholarly impact of retracted papers
and authors significantly decreases after retraction, and the most severe
impact decrease correlates to retractions based on proven purposeful scientific
misconduct; second, this retraction penalty does not seem to spread through the
broader scholarly social graph, but instead has a limited and localized effect.
Our findings may provide useful insights for scholars or science committees to
evaluate the scholarly value of papers, authors, or institutions related to
retractions.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:13:47 GMT""}]","2016-03-01"
"1602.09124","Victor Zamaraev","Vadim Lozin, Dmitriy Malyshev, Raffaele Mosca, Viktor Zamaraev","More results on weighted independent domination",,,,,"cs.DM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Weighted independent domination is an NP-hard graph problem, which remains
computationally intractable in many restricted graph classes. In particular,
the problem is NP-hard in the classes of sat-graphs and chordal graphs. We
strengthen these results by showing that the problem is NP-hard in a proper
subclass of the intersection of sat-graphs and chordal graphs. On the other
hand, we identify two new classes of graphs where the problem admits
polynomial-time solutions.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:24:04 GMT""},{""version"":""v2"",""created"":""Sun, 21 May 2017 08:44:44 GMT""}]","2017-05-23"
"1602.09126","Philipp Gubler","Philipp Gubler, Wolfram Weise","Phi meson spectral moments and QCD condensates in nuclear matter","20 pages, 11 figures; published version. arXiv admin note: text
  overlap with arXiv:1507.03769","Nucl. Phys. A 954, 125 (2016)","10.1016/j.nuclphysa.2016.04.018",,"hep-ph hep-ex nucl-ex nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A detailed analysis of the lowest two moments of the $\phi$ meson spectral
function in vacuum and nuclear matter is performed. The consistency is examined
between the constraints derived from finite energy QCD sum rules and the
spectra computed within an improved vector dominance model, incorporating the
coupling of kanonic degrees of freedom with the bare $\phi$ meson. In the
vacuum, recent accurate measurements of the $e^+ e^- \to K^+ K^-$ cross section
allow us to determine the spectral function with high precision. In nuclear
matter, the modification of the spectral function can be described by the
interactions of the kaons from $\phi \rightarrow K\bar{K}$ with the surrounding
nuclear medium. This leads primarily to a strong broadening and an asymmetric
deformation of the $\phi$ meson peak structure. We confirm that, both in vacuum
and nuclear matter, the zeroth and first moments of the corresponding spectral
functions satisfy the requirements of the finite energy sum rules to a
remarkable degree of accuracy. Limits on the strangeness sigma term of the
nucleon are examined in this context. Applying our results to the second moment
of the spectrum, we furthermore discuss constraints on four-quark condensates
and the validity of the commonly used ground state saturation approximation.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:26:25 GMT""},{""version"":""v2"",""created"":""Thu, 28 Jul 2016 06:15:34 GMT""}]","2016-07-29"
"1602.09127","Tinaz Ekim","Zakir Deniz and T{\i}naz Ekim","Edge-Stable Equimatchable Graphs",,,,,"cs.DM","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A graph $G$ is \emph{equimatchable} if every maximal matching of $G$ has the
same cardinality. We are interested in equimatchable graphs such that the
removal of any edge from the graph preserves the equimatchability. We call an
equimatchable graph $G$ \emph{edge-stable} if $G\setminus {e}$, that is the
graph obtained by the removal of edge $e$ from $G$, is also equimatchable for
any $e \in E(G)$. After noticing that edge-stable equimatchable graphs are
either 2-connected factor-critical or bipartite, we characterize edge-stable
equimatchable graphs. This characterization yields an $O(\min(n^{3.376},
n^{1.5}m))$ time recognition algorithm. Lastly, we introduce and shortly
discuss the related notions of edge-critical, vertex-stable and vertex-critical
equimatchable graphs. In particular, we emphasize the links between our work
and the well-studied notion of shedding vertices, and point out some open
questions.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:28:24 GMT""},{""version"":""v2"",""created"":""Fri, 24 Mar 2017 09:39:26 GMT""},{""version"":""v3"",""created"":""Wed, 13 Jun 2018 21:36:13 GMT""}]","2018-06-15"
"1602.09128","Wei Ning","Ramadha D. Piyadi Gamage, Wei Ning and Arjun K. Gupta","Adjusted Empirical Likelihood for Time Series Models",,,,,"stat.ME","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Empirical likelihood method has been applied to dependent observations by
Monti (1997) through the Whittle's estimation method. Similar asymptotic
distribution of the empirical likelihood ratio statistic for stationary time
series has been derived to construct the confidence regions for the parameters.
However, required numerical problem of computing profile empirical likelihood
function which involves constrained maximization has no solution sometimes,
which leads to the drawbacks of using the original version of the empirical
likelihood ratio. In this paper, we propose an adjusted empirical likelihood
ratio statistic to modify the one proposed by Monti so that it guarantees the
existence of the solution of the required maximization problem, while
maintaining the similar asymptotic properties as Monti obtained. Simulations
have been conducted to illustrate the coverage probabilities obtained by the
adjusted version for different time series models which are better than the
ones obtained by Monti's version, especially for small sample sizes.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:34:41 GMT""}]","2016-03-01"
"1602.09129","Erik Gerardus Cornelis Petrus van Loon","Erik G. C. P. van Loon, Friedrich Krien, Hartmut Hafermann, Evgeny A.
  Stepanov, Alexander I. Lichtenstein, Mikhail I. Katsnelson","Double occupancy in DMFT and the Dual Boson approach","5 pages, 5 figures","Phys. Rev. B 93, 155162 (2016)","10.1103/PhysRevB.93.155162",,"cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We discuss the calculation of the double occupancy using Dynamical Mean-Field
Theory (DMFT) in finite dimensions. The double occupancy can be determined from
the susceptibility of the auxiliary impurity model or from the lattice
susceptibility. The former method underestimates, whereas the latter
overestimates the double occupancy. We illustrate this for the square-lattice
Hubbard model. We propose an approach for which both methods lead to identical
results by construction and which resolves this ambiguity. This self-consistent
dual boson scheme results in a double occupancy that is numerically close to
benchmarks available in the literature.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:36:48 GMT""},{""version"":""v2"",""created"":""Thu, 28 Apr 2016 09:26:15 GMT""}]","2016-04-29"
"1602.09130","Abhineet Singh","Abhineet Singh, Martin Jagersand","Modular Tracking Framework: A Unified Approach to Registration based
  Tracking","Under consideration at Computer Vision and Image Understanding",,,,"cs.CV cs.RO","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  This paper presents a modular, extensible and highly efficient open source
framework for registration based tracking called Modular Tracking Framework
(MTF). Targeted at robotics applications, it is implemented entirely in C++ and
designed from the ground up to easily integrate with systems that support any
of several major vision and robotics libraries including OpenCV, ROS, ViSP and
Eigen. It implements more methods, is faster, and more precise than other
existing systems. Further, the theoretical basis for its design is a new way to
conceptualize registration based trackers that decomposes them into three
constituent sub modules - Search Method (SM), Appearance Model (AM) and State
Space Model (SSM).
  In the process, we integrate many important advances published after Baker \&
Matthews' landmark work in 2004. In addition to being a practical solution for
fast and high precision tracking, MTF can also serve as a useful research tool
by allowing existing and new methods for any of the sub modules to be studied
better. When a new method is introduced for one of these, the breakdown can
help to experimentally find the combination of methods for the others that is
optimum for it. By extensive use of generic programming, MTF makes it easy to
plug in a new method for any of the sub modules so that it can not only be
tested comprehensively with existing methods but also become immediately
available for deployment in any project that uses the framework. With 16 AMs,
11 SMs and 13 SSMs implemented already, MTF provides over 2000 distinct single
layer trackers. It also allows two or more of these to be combined together in
several ways to create a practically unlimited variety of novel multi layer
trackers.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:39:52 GMT""},{""version"":""v2"",""created"":""Fri, 25 Mar 2016 18:19:20 GMT""},{""version"":""v3"",""created"":""Wed, 28 Sep 2016 16:50:57 GMT""},{""version"":""v4"",""created"":""Fri, 18 May 2018 02:15:42 GMT""}]","2018-05-21"
"1602.09131","Noel L\'opez Gonzaga","N. L\'opez-Gonzaga, W. Jaffe","Mid-infrared interferometry of Seyfert galaxies: Challenging the
  Standard Model","18 pages, 14 figures, accepted for publication in A&A","A&A 591, A128 (2016)","10.1051/0004-6361/201527149",,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Aims: We aim to find torus models that explain the observed high-resolution
mid-infrared (MIR) measurements of active galactic nuclei (AGN). Our goal is to
determine the general properties of the circumnuclear dusty environments.
  Methods: We used the MIR interferometric data of a sample of AGNs provided by
the instrument MIDI/VLTI and followed a statistical approach to compare the
observed distribution of the interferometric data with the distributions
computed from clumpy torus models. We mainly tested whether the diversity of
Seyfert galaxies can be described using the Standard Model idea. In addition to
line-of-sight (LOS) effects, we performed different realizations of the same
model to include possible variations that are caused by the stochastic nature
of the dusty models.
  Results: We find that our entire sample of AGNs, which contains both Seyfert
types, cannot be explained merely by an inclination effect and by including
random variations of the clouds. Instead, we find that each subset of Seyfert
type can be explained by different models, where the filling factor at the
inner radius seems to be the largest difference. For type I objects we find
that about two thirds of our objects could also be described using a dusty
torus similar to the type II objects. For the remaining third, it was not
possible to find a good description using models with high filling factors,
while we found good fits with models with low filling factors.
  Conclusions: Within our model assumptions, we did not find one single set of
model parameters that could simultaneously explain the MIR data of all 21 AGN
with LOS effects and random variations alone. We conclude that at least two
distinct cloud configurations are required to model the differences in Seyfert
galaxies, with volume-filling factors differing by a factor of about 5-10. A
continuous transition between the two types cannot be excluded.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:40:18 GMT""}]","2016-06-29"
"1602.09132","Rafael Diaz","Leonardo Cano, Rafael Diaz","Continuous Analogues for the Binomial Coefficients and the Catalan
  Numbers",,,,,"math.CO math-ph math.DG math.MP math.PR","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Using techniques from the theories of convex polytopes, lattice paths, and
indirect influences on directed manifolds, we construct continuous analogues
for the binomial coefficients and the Catalan numbers. Our approach for
constructing these analogues can be applied to a wide variety of combinatorial
sequences. As an application we develop a continuous analogue for the binomial
distribution.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:45:48 GMT""},{""version"":""v2"",""created"":""Mon, 14 Mar 2016 14:51:58 GMT""},{""version"":""v3"",""created"":""Tue, 22 Mar 2016 18:14:50 GMT""},{""version"":""v4"",""created"":""Mon, 25 Apr 2016 15:36:32 GMT""}]","2016-04-26"
"1602.09133","Karol Bartkiewicz","Karol Bartkiewicz, Anton\'in \v{C}ernoch, Karel Lemr, Adam Miranowicz,
  Franco Nori","Experimental temporal quantum steering","9 pages, 4 figures. Our article arXiv:1503.00612v3 was extended and
  split into arXiv:1503.00612v4 and this article","Sci. Rep. 6, 38076 (2016)","10.1038/srep38076",,"quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Temporal steering is a form of temporal correlation between the initial and
final state of a quantum system. It is a temporal analogue of the famous
Einstein-Podolsky-Rosen (spatial) steering. We demonstrate, by measuring the
photon polarization, that temporal steering allows two parties to verify if
they have been interacting with the same particle, even if they have no
information about what happened with the particle in between the measurements.
This is the first experimental study of temporal steering. We also performed
experimental tests, based on the violation of temporal steering inequalities,
of the security of two quantum key distribution protocols against individual
attacks. Thus, these results can lead to applications for secure quantum
communications and quantum engineering.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:48:27 GMT""},{""version"":""v2"",""created"":""Sun, 11 Dec 2016 22:25:24 GMT""}]","2016-12-13"
"1602.09134","Hua Sun","Hua Sun and Syed A. Jafar","The Capacity of Private Information Retrieval",,,,,"cs.IT cs.CR cs.IR math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In the private information retrieval (PIR) problem a user wishes to retrieve,
as efficiently as possible, one out of $K$ messages from $N$ non-communicating
databases (each holds all $K$ messages) while revealing nothing about the
identity of the desired message index to any individual database. The
information theoretic capacity of PIR is the maximum number of bits of desired
information that can be privately retrieved per bit of downloaded information.
For $K$ messages and $N$ databases, we show that the PIR capacity is
$(1+1/N+1/N^2+\cdots+1/N^{K-1})^{-1}$. A remarkable feature of the capacity
achieving scheme is that if we eliminate any subset of messages (by setting the
message symbols to zero), the resulting scheme also achieves the PIR capacity
for the remaining subset of messages.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:51:37 GMT""},{""version"":""v2"",""created"":""Mon, 27 Feb 2017 03:29:25 GMT""}]","2017-02-28"
"1602.09135","Alexander S. Sakharov","Luca Bonetti, John Ellis, Nikolaos E. Mavromatos, Alexander S.
  Sakharov, Edward K.G. Sarkisyan-Grinbaum, Alessandro D.A.M. Spallicci","Photon Mass Limits from Fast Radio Bursts","13 pages; 1 figure; dedicated to the memory of Lev Okun, an expert on
  photon mass; version accepted for publication in PLB","Physics Letters B757 (2016) pp. 548-552","10.1016/j.physletb.2016.04.035","KCL-PH-TH/2016-08, LCTS/2016-06, CERN-TH/2016-044","astro-ph.HE astro-ph.CO hep-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The frequency-dependent time delays in fast radio bursts (FRBs) can be used
to constrain the photon mass, if the FRB redshifts are known, but the
similarity between the frequency dependences of dispersion due to plasma
effects and a photon mass complicates the derivation of a limit on $m_\gamma$.
The dispersion measure (DM) of FRB 150418 is known to $\sim 0.1$%, and there is
a claim to have measured its redshift with an accuracy of $\sim 2$%, but the
strength of the constraint on $m_\gamma$ is limited by uncertainties in the
modelling of the host galaxy and the Milky Way, as well as possible
inhomogeneities in the intergalactic medium (IGM). Allowing for these
uncertainties, the recent data on FRB 150418 indicate that $m_\gamma \lesssim
1.8 \times 10^{-14}$eV c$^{-2}$ ($3.2 \times 10^{-50}$kg), if FRB 150418 indeed
has a redshift $z = 0.492$ as initially reported. In the future, the different
redshift dependences of the plasma and photon mass contributions to DM can be
used to improve the sensitivity to $m_\gamma$ if more FRB redshifts are
measured. For a fixed fractional uncertainty in the extra-galactic contribution
to the DM of an FRB, one with a lower redshift would provide greater
sensitivity to $m_\gamma$.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:54:09 GMT""},{""version"":""v2"",""created"":""Tue, 19 Apr 2016 01:11:35 GMT""}]","2016-05-05"
"1602.09136","Maur\'icio Corr\^ea","Jean-Paul Brasselet, Maur\'icio Corr\^ea, Fernando Louren\c{c}o","Residues for flags of holomorphic foliations","22 pages, To appear in Advances in Mathematics",,"10.1016/j.aim.2017.09.007",,"math.AG math.AT math.CV math.DG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In this work we prove a Baum-Bott type residue theorem for flags of
holomorphic foliations. We prove some relations between the residues of the
flag and the residues of their correspondent foliations. We define the Nash
residue for flags and we give a partial answer to the Baum-Bott type
rationality conjecture in this context .
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:55:25 GMT""},{""version"":""v2"",""created"":""Tue, 5 Sep 2017 22:24:35 GMT""}]","2018-10-15"
"1602.09137","Michael Mischna","Michael A. Mischna and James H. Shirley","Numerical Modeling of Orbit-Spin Coupling Accelerations in a Mars
  General Circulation Model: Implications for Global Dust Storm Activity","68 pages, 22 figures, 6 tables and 23 supplemental figures",,"10.1016/j.pss.2017.04.003",,"astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We employ the MarsWRF general circulation model (GCM) to test the predictions
of a new physical hypothesis: a weak coupling of the orbital and rotational
angular momenta of extended bodies is predicted to give rise to cycles of
intensification and relaxation of circulatory flows within atmospheres. The
dynamical core of the GCM has been modified to include the orbit-spin coupling
accelerations due to solar system dynamics for the years 1920-2030. The
modified GCM is first subjected to extensive testing and validation. We compare
forced and unforced model outcomes for large-scale zonal and meridional flows,
and for near-surface wind velocities and surface wind stresses. The predicted
cycles of circulatory intensification and relaxation within the modified GCM
are observed. Most remarkably, the modified GCM reproduces conditions favorable
for the occurrence of perihelion-season global-scale dust storms on Mars in
years in which such storms were observed. A strengthening of the meridional
overturning (Hadley) circulation during the dust storm season occurs in the GCM
in all previously known years with perihelion-season global-scale dust storms.
The increased upwelling produced in the southern hemisphere in southern summer
may facilitate the transport of dust to high altitudes in the Mars atmosphere
during the dust storm season, where radiative heating may further strengthen
the circulation. Significantly increased surface winds and surface wind
stresses are also obtained. These may locally facilitate saltation and dust
lifting from the surface. The numerical simulations constitute proof of concept
for the orbit-spin coupling hypothesis under evaluation.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:55:44 GMT""}]","2017-05-24"
"1602.09138","Constantin Loizides","Constantin Loizides","Experimental overview on small collision systems at the LHC","17 pages, 3 captioned figures, 1 table, extended version of Quark
  Matter 2015 proceedings","NPA 956 (2016) 200-207","10.1016/j.nuclphysa.2016.04.022",,"nucl-ex nucl-th","http://creativecommons.org/licenses/by/4.0/","  These conferences proceedings summarize the experimental findings obtained in
small collision systems at the LHC, as presented in the special session on ""QGP
in small systems?"" at the Quark Matter 2015 conference. (The arXiv version is
significantly longer than the printed proceedings, with more details and a
short discussion.)
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:56:33 GMT""},{""version"":""v2"",""created"":""Mon, 29 Aug 2016 12:46:10 GMT""}]","2017-05-16"
"1602.09139","Katharina Jochemko","Katharina Jochemko","On the real-rootedness of the Veronese construction for rational formal
  power series","14 pages; improved bounds; section 5 and 6 on optimality added",,,,"math.CO math.AC math.MG","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study real sequences $\{a_{n}\}_{n\in \mathbb{N}}$ that eventually agree
with a polynomial. We show that if the numerator polynomial of its rational
generating series is of degree $s$ and has only nonnegative coefficients, then
the numerator polynomial of the subsequence $\{ a_{rn+i}\}_{n\in \mathbb{N}}$,
$0\leq i<r$, has only nonpositive, real roots for all $r\geq s-i$. We apply our
results to combinatorially positive valuations on polytopes and to Hilbert
functions of Veronese submodules of graded Cohen-Macaulay algebras. In
particular, we prove that the Ehrhart $h^\ast$-polynomial of the $r$-th dilate
of a $d$-dimensional polytope has only distinct, negative, real roots if $r\geq
\min \{s+1,d\}$. This proves a conjecture of Beck and Stapledon (2010).
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:56:40 GMT""},{""version"":""v2"",""created"":""Tue, 3 May 2016 11:11:17 GMT""}]","2016-05-04"
"1602.09140","Christoph Pacher","Christoph Pacher, Jesus Martinez-Mateo, J\""org Duhme, Tobias Gehring,
  and Fabian Furrer","Information Reconciliation for Continuous-Variable Quantum Key
  Distribution using Non-Binary Low-Density Parity-Check Codes","23 pages, 7 figures",,,,"quant-ph cs.IT math.IT","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  An information reconciliation method for continuous-variable quantum key
distribution with Gaussian modulation that is based on non-binary low-density
parity-check (LDPC) codes is presented. Sets of regular and irregular LDPC
codes with different code rates over the Galois fields $GF(8)$, $GF(16)$,
$GF(32)$, and $GF(64)$ have been constructed. We have performed simulations to
analyze the efficiency and the frame error rate using the sum-product
algorithm. The proposed method achieves an efficiency between $0.94$ and $0.98$
if the signal-to-noise ratio is between $4$ dB and $24$ dB.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:58:19 GMT""}]","2016-03-01"
"1602.09141","Anna Jacyszyn-Dobrzeniecka","Anna M. Jacyszyn-Dobrzeniecka (1), D. M. Skowron (1), P. Mr\'oz (1),
  J. Skowron (1), I. Soszy\'nski (1), A. Udalski (1), P. Pietrukowicz (1), S.
  Koz{\l}owski (1), {\L}. Wyrzykowski (1), R. Poleski (1,2), M. Pawlak (1), M.
  K. Szyma\'nski (1), and K. Ulaczyk (1,3) ((1) Warsaw University Observatory,
  Poland, (2) Department of Astronomy, Ohio State University, USA, (3)
  Department of Physics, University of Warwick, UK)","OGLE-ing the Magellanic System: Three-Dimensional Structure of the
  Clouds and the Bridge Using Classical Cepheids","48 pages, 19 figures. A new version of the paper contains substantial
  changes and is consistent with Acta Astron. 2016, 66, 149","Acta Astronomica (2016) 66, 149",,,"astro-ph.GA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We analyzed a sample of 9418 fundamental-mode and first-overtone Classical
Cepheids from the OGLE-IV Collection of Classical Cepheids. The distance to
each Cepheid was calculated using the period-luminosity relation for the
Wesenheit magnitude, fitted to our data.
  The classical Cepheids in the LMC are situated mainly in the bar and in the
northern arm. The eastern part of the LMC is closer to us and the plane fit to
the whole LMC sample yields the inclination $i=24.2\pm0.7$ deg and position
angle ${\rm P.A.}=151.4\pm1.7$ deg. We redefined the LMC bar by extending it in
the western direction and found no offset from the plane of the LMC contrary to
previous studies. On the other hand, we found that the northern arm is offset
from a plane by about $-0.5$ kpc, which was not observed before. The age
distribution of the LMC Cepheids shows one maximum at about 100 Myr.
  We demonstrate that the SMC has a non-planar structure and can be described
as an extended ellipsoid. We identified two large ellipsoidal off-axis
structures in the SMC. The northern one is located closer to us and is younger,
while the south-western is farther and older. The age distribution of the SMC
Cepheids is bimodal with one maximum at 110 Myr, and another one at 220 Myr.
Younger stars are located in the closer part of this galaxy while older ones
are more distant.
  We classified nine Cepheids from our sample as Magellanic Bridge objects.
These Cepheids show a large spread in three-dimensions although five of them
form a connection between the Clouds. The closest one is closer than any of the
LMC Cepheids, while the farthest one -- farther than any SMC Cepheid. All but
one Cepheids in the Magellanic Bridge are younger than 300 Myr. The oldest one
can be associated with the SMC Wing.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:59:18 GMT""},{""version"":""v2"",""created"":""Tue, 12 Jul 2016 10:23:54 GMT""}]","2016-07-13"
"1602.09142","Kevin France","Kevin France, R. O. Parke Loyd, Allison Youngblood, Alexander Brown,
  P. Christian Schneider, Suzanne L. Hawley, Cynthia S. Froning, Jeffrey L.
  Linsky, Aki Roberge, Andrea P. Buccino, James R. A. Davenport, Juan M.
  Fontenla, Lisa Kaltenegger, Adam F. Kowalski, Pablo J. D. Mauas, Yamila
  Miguel, Seth Redfield, Sarah Rugheimer, Feng Tian, Lucianne M. Walkowicz,
  Kolby L. Weisenburger","The MUSCLES Treasury Survey I: Motivation and Overview","28 pages, 17 figures, 4 tables. Accepted for publication in the ApJ.
  Machine-readable MUSCLES data can be downloaded from:
  https://archive.stsci.edu/prepds/muscles/",,"10.3847/0004-637X/820/2/89",,"astro-ph.SR astro-ph.EP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Ground- and space-based planet searches employing radial velocity techniques
and transit photometry have detected thousands of planet-hosting stars in the
Milky Way. The chemistry of these atmospheres is controlled by the shape and
absolute flux of the stellar spectral energy distribution, however, flux
distributions of relatively inactive low-mass stars are poorly known at
present. To better understand exoplanets orbiting low-mass stars, we have
executed a panchromatic (X-ray to mid-IR) study of the spectral energy
distributions of 11 nearby planet hosting stars, the {\it Measurements of the
Ultraviolet Spectral Characteristics of Low-mass Exoplanetary Systems}
(MUSCLES) Treasury Survey. The MUSCLES program consists of contemporaneous
observations at X-ray, UV, and optical wavelengths. We show that energetic
radiation (X-ray and ultraviolet) is present from magnetically active stellar
atmospheres at all times for stars as late as M5. Emission line luminosities of
\ion{C}{4} and \ion{Mg}{2} are strongly correlated with band-integrated
luminosities. We find that while the slope of the spectral energy distribution,
FUV/NUV, increases by approximately two orders of magnitude form early K to
late M dwarfs ($\approx$~0.01~to~1), the absolute FUV and XUV flux levels at
their corresponding habitable zone distances are constant to within factors of
a few, spanning the range 10~--~70 erg cm$^{-2}$ s$^{-1}$ in the habitable
zone. Despite the lack of strong stellar activity indicators in their optical
spectra, several of the M dwarfs in our sample show spectacular flare emission
in their UV light curves. Finally, we interpret enhanced $L(line)$/$L_{Bol}$
ratios for \ion{C}{4} and \ion{N}{5} as tentative observational evidence for
the interaction of planets with large planetary mass-to-orbital distance ratios
($M_{plan}$/$a_{plan}$) with the transition regions of their host stars.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 20:59:58 GMT""}]","2016-04-06"
"1603.00001","Simon Wessing","Simon Wessing","Towards a Systematic Development Process of Optimization Methods","Updated constraints section of checklist with QRAK system, extended
  Sect. 4.1.1",,,,"math.OC cs.SE","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The ultimate goal of all optimization methods is to solve real-world
problems. For a successful project execution, knowledge about optimization and
the application has to be pooled. As it is too inefficient to highly train one
person in both fields, a team of experts is usually put together.
Unfortunately, communication errors must be expected when several people
collaborate. In this work, we deal with the avoidance and the repair of these
communication errors. The tools proposed in this regard are, among others, the
algorithm engineering cycle, checklists for structuring communication, and
knowledge databases. The discussion is enriched with examples from continuous
optimization, but most tools have a much wider applicability, even beyond
optimization.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 21:38:11 GMT""},{""version"":""v2"",""created"":""Mon, 18 Jul 2016 15:33:19 GMT""}]","2016-07-19"
"1603.00016","Gerald Eigen","Gerald Eigen, Are Tr{\ae}et, Justas Zalieckas, Jaroslav Cvach, Jiri
  Kvasnicka, Ivo Polak","SiPM Gain Stabilization Studies for Adaptive Power Supply","14 pages, 41 figures, Talk presented at the International Workshop on
  Future Linear Colliders (LCWS15), Whistler, Canada, 2-6 November 2015",,,,"physics.ins-det hep-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present herein gain stabilization studies of SiPMs using a climate chamber
at CERN. We present results for four detectors not tested before, three from
Hamamatsu and one from KETEK. Two of the Hamamatsu SiPMs are novel sensors with
trenches that reduce cross talk. We use an improved readout system with a
digital oscilloscope controlled with a dedicated LabView program. We improved
and automized the analysis to deal with large datasets. We have measured the
gain-versus-bias-voltage dependence at fixed temperature and
gain-versus-temperature dependence at fixed bias voltage to determine the bias
voltage dependence on temperature $V(T)$ for stable gain. We show that the gain
remains stable to better than $\pm 0.5\%$ in the $20^\circ \rm C - 30^\circ C$
temperature range if the bias voltage is properly adjusted with temperature.
","[{""version"":""v1"",""created"":""Mon, 29 Feb 2016 19:44:24 GMT""}]","2016-03-02"
